"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Specimens_per_Lot"
"1169",2799,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,15.3,8.98,11.72,0.59,2.37,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1170",2800,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,16.55,9.8,12.74,0.59,2.4,0.43,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1171",2801,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large",33.37,-118.34,"Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,25.4,12.97,18.15,0.51,3.33,1.02,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,12
"1172",2840,"SBNHM","25115","Bertsch","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Anthropocene",NA,1960,1968,"Winter",3,16.51692,1.480324,11.26,7.02,8.89,0.62,1.55,0.42,NA,NA,0,0,0,0,0,0,0,0,0,0,295.7778,535.0626,36,2.035289,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,3
"1173",2841,"SBNHM","25115","Bertsch","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Anthropocene",NA,1960,1968,"Winter",3,16.51692,1.480324,11.71,7.06,9.09,0.6,1.77,0.31,NA,NA,0,0,0,0,0,0,0,0,0,0,295.7778,535.0626,36,2.035289,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,3
"1174",2842,"SBNHM","25115","Bertsch","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.71,-118.29,"Anthropocene",NA,1960,1968,"Winter",3,16.51692,1.480324,11.67,7.07,9.08,0.61,1.78,0.36,NA,NA,0,0,0,0,0,0,0,0,0,0,295.7778,535.0626,36,2.035289,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,3
"1175",2846,"SBNHM","86028","Poorman","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Prisoner's Harbor","National Park","Large",34.02,-119.69,"Anthropocene",NA,1960,1969,"Winter",3,15.41581,1.473795,10.47,6.16,8.03,0.59,1.22,0.54,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"1176",2847,"SBNHM","86028","Poorman","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Prisoner's Harbor","National Park","Large",34.02,-119.69,"Anthropocene",NA,1960,1969,"Winter",3,15.41581,1.473795,15.52,9.1,11.88,0.59,1.79,0.58,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"1177",2848,"SBNHM","86028","Poorman","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Prisoner's Harbor","National Park","Large",34.02,-119.69,"Anthropocene",NA,1960,1969,"Winter",3,15.41581,1.473795,17.11,9.75,12.92,0.57,2.02,0.48,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"1178",2849,"SBNHM","86028","Poorman","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Prisoner's Harbor","National Park","Large",34.02,-119.69,"Anthropocene",NA,1960,1969,"Winter",3,15.41581,1.473795,17.42,9.96,13.17,0.57,2.32,0.37,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,4
"1179",2855,"SBNHM","152367","Phillips","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1970,1972,"Winter",2,15.98141,2.347269,16.92,9.9,12.94,0.59,1.91,0.53,"rocky reef or intertidal",NA,0,0,0,0,0,0,1,0,0,0,375,485.4235,6,1.498833,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA,6
"1180",2856,"SBNHM","152367","Phillips","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1970,1972,"Winter",2,15.98141,2.347269,15.43,8.81,11.66,0.57,1.96,0.43,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,375,485.4235,6,1.498833,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA,6
"1181",2857,"SBNHM","152367","Phillips","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1970,1972,"Winter",2,15.98141,2.347269,20.26,11.54,15.29,0.57,2.41,0.43,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,375,485.4235,6,1.498833,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA,6
"1182",2858,"SBNHM","152367","Phillips","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1970,1972,"Winter",2,15.98141,2.347269,17.46,10.03,13.23,0.57,2.43,0.42,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,375,485.4235,6,1.498833,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA,6
"1183",2859,"SBNHM","152367","Phillips","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1970,1972,"Winter",2,15.98141,2.347269,23.19,12.82,17.24,0.55,2.49,0.33,"rocky reef or intertidal",NA,0,0,0,0,0,0,1,0,0,0,375,485.4235,6,1.498833,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA,6
"1184",2860,"SBNHM","152367","Phillips","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1970,1972,"Winter",2,15.98141,2.347269,23.86,12.71,17.41,0.53,2.83,0.37,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,375,485.4235,6,1.498833,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA,6
"1185",2867,"SBNHM","97997","Meistrell","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1970,1974,"Summer",8,15.4412,2.016344,20.31,11.88,15.53,0.59,2.26,0.49,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,122.8135,104.1188,193,3.032556,NA,NA,NA,NA,NA,NA,1921.060059,1921.060059,"no",NA,5
"1186",2868,"SBNHM","97997","Meistrell","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1970,1974,"Summer",8,15.4412,2.016344,20.25,11.67,15.37,0.58,2.44,0.33,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,122.8135,104.1188,193,3.032556,NA,NA,NA,NA,NA,NA,1921.060059,1921.060059,"no",NA,5
"1187",2869,"SBNHM","97997","Meistrell","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1970,1974,"Summer",8,15.4412,2.016344,24.44,13.66,18.27,0.56,2.77,0.82,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,122.8135,104.1188,193,3.032556,NA,NA,NA,NA,NA,NA,1921.060059,1921.060059,"no",NA,5
"1188",2870,"SBNHM","97997","Meistrell","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1970,1974,"Summer",8,15.4412,2.016344,26.22,15.31,20.04,0.58,3.06,0.81,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,122.8135,104.1188,193,3.032556,NA,NA,NA,NA,NA,NA,1921.060059,1921.060059,"no",NA,5
"1189",2871,"SBNHM","97997","Meistrell","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1970,1974,"Summer",8,15.4412,2.016344,32.1,18.76,24.54,0.58,3.44,1.01,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,122.8135,104.1188,193,3.032556,NA,NA,NA,NA,NA,NA,1921.060059,1921.060059,"no",NA,5
"1190",2877,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,16.33,9.26,12.3,0.57,1.91,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1191",2878,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,17.16,9.74,12.93,0.57,1.95,0.42,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1192",2879,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,16.15,9.53,12.41,0.59,1.99,0.23,NA,"subtidal",0,0,0,1,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1193",2880,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,19.62,10.94,14.65,0.56,2.05,0.21,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1194",2881,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,17.06,9.89,12.99,0.58,2.08,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1195",2882,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.59,10.43,13.92,0.56,2.11,0.45,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1196",2883,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,19.85,11.2,14.91,0.56,2.16,0.51,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1197",2884,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.41,12.19,16.16,0.57,2.16,0.64,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1198",2885,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.57,12.43,16.37,0.58,2.16,0.77,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1199",2886,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.12,10.17,13.57,0.56,2.17,0.34,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1200",2887,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,17.71,10.9,13.89,0.62,2.19,0.42,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1201",2888,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.02,9.87,13.34,0.55,2.24,0.32,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1202",2889,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,22.05,11.98,16.25,0.54,2.28,0.73,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1203",2890,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.12,10.33,13.68,0.57,2.29,0.35,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1204",2891,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,20.63,11.73,15.56,0.57,2.29,0.49,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1205",2892,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.28,10.74,14.01,0.59,2.31,0.41,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1206",2893,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.81,11.01,14.39,0.59,2.32,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1207",2894,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.43,11.89,15.96,0.56,2.37,0.5,NA,"subtidal",0,0,0,1,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1208",2895,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,20.21,10.87,14.82,0.54,2.37,0.59,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1209",2896,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.23,11.55,15.66,0.54,2.46,0.53,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1210",2897,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,19.84,11.34,15,0.57,2.48,0.54,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1211",2898,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.28,11.14,14.27,0.61,2.54,0.56,NA,"subtidal",0,0,0,1,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1212",2899,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,22.23,12.5,16.67,0.56,2.56,0.43,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1213",2900,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.73,13.22,16.95,0.61,2.57,0.51,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1214",2901,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,22.61,12.58,16.87,0.56,2.61,0.54,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1215",2902,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,23.87,13.79,18.14,0.58,2.77,0.57,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1216",2903,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,26.14,14.52,19.48,0.56,2.92,0.58,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1217",2904,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,26.15,15.47,20.11,0.59,2.93,0.74,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,28
"1218",2908,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,19.73,10.56,14.43,0.54,2.38,0.62,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1219",2909,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,22.69,11.73,16.31,0.52,2.49,0.52,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1220",2910,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,20.24,11.5,15.26,0.57,2.51,0.6,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1221",2911,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,23.16,13.41,17.62,0.58,2.6,0.64,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1222",2912,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,20.74,10.62,14.84,0.51,2.61,0.55,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1223",2913,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,24.12,13.12,17.79,0.54,2.65,0.75,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1224",2914,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,25.4,13.72,18.67,0.54,3.05,0.54,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1225",2915,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,25.19,13.37,18.35,0.53,3.09,0.55,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1226",2916,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,26.93,14.66,19.87,0.54,3.09,0.62,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1227",2917,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,24.83,13.83,18.53,0.56,3.15,0.61,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA,10
"1228",2975,"SBNHM","49406","Grant","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.7,-118.29,"Holocene",NA,1930,1937,"Fall",11,16.06140431,2.019511418,21.3,11.91,15.93,0.56,2.31,0.47,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,3
"1229",2976,"SBNHM","49406","Grant","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.7,-118.29,"Holocene",NA,1930,1937,"Fall",11,16.06140431,2.019511418,17.92,10.48,13.7,0.59,2.36,0.47,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,3
"1230",2977,"SBNHM","49406","Grant","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.7,-118.29,"Holocene",NA,1930,1937,"Fall",11,16.06140431,2.019511418,30.2,16.23,22.14,0.54,3.66,0.42,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374464005,0.374464005,"no",NA,3
"1231",1787,"LACM-M-IP","12007.17",NA,"Southern California Bight","Los Angeles","Off Shore","SCI","San Clemente Island: Eel point","SCI","Medium",32.92,-118.55,"Pleistocene","Eel Point Terrace",NA,NA,NA,NA,13.48,4.8158,9.76,5.26,7.17,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
