"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
"1171",1309,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,30.8,17.94,23.51,0.58,4.19,0.78,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1172",1310,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,33.94,18.56,25.1,0.55,4.28,0.81,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1173",1311,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,36.7,19.51,26.76,0.53,4.33,1.05,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1174",1312,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,36,19.36,26.4,0.54,4.36,0.79,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA
"1175",1314,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,10,5.5,7.42,0.55,1.45,0.2,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1176",1315,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,19,11.2,14.59,0.59,2.17,0.27,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1177",1316,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,14.7,8.46,11.15,0.58,2.29,0.21,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1178",1317,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,16.67,10.64,13.32,0.64,2.56,0.28,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1179",1318,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,21.98,12.02,16.25,0.55,2.67,0.38,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1180",1319,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,19.66,12.9,15.93,0.66,2.89,0.29,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1181",1320,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,22.31,13.16,17.13,0.59,2.91,0.78,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1182",1321,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,22.68,13.61,17.57,0.6,3.09,0.56,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1183",1322,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,23.57,14.81,18.68,0.63,3.12,0.65,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1184",1323,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,24.17,14.88,18.96,0.62,3.34,0.4,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1185",1324,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,25.48,15.19,19.67,0.6,3.48,0.29,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"1186",1325,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,12.42,7.4,9.59,0.6,1.95,0.22,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1187",1326,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,13.61,8.31,10.63,0.61,2.03,0.23,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1188",1327,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,15.59,9.68,12.28,0.62,2.12,0.22,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1189",1328,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,13.27,7.96,10.28,0.6,2.13,0.21,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1190",1329,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,14.92,9.65,12,0.65,2.19,0.43,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1191",1330,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,13.27,8.44,10.58,0.64,2.29,0.17,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1192",1331,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,16.28,9.89,12.69,0.61,2.34,0.26,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1193",1332,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,18.68,10.64,14.1,0.57,2.47,0.51,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1194",1333,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,15.77,9.74,12.39,0.62,2.54,0.28,"gravel","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1195",1334,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,17.27,10.49,13.46,0.61,2.55,0.43,"gravel","subtidal",0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1196",1335,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,17.28,11.15,13.88,0.65,2.55,0.44,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1197",1336,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,16.43,10.01,12.82,0.61,2.59,0.44,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1198",1337,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,17.87,11.08,14.07,0.62,2.7,0.37,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1199",1338,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,17.58,11.52,14.23,0.66,2.74,0.32,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1200",1339,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,18.18,11.34,14.36,0.62,2.84,0.47,"gravel","subtidal",0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1201",1340,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,23,12.89,17.22,0.56,2.95,0.6,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1202",1341,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,23.65,14.01,18.2,0.59,3.09,0.29,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1203",1342,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,28.47,16.19,21.47,0.57,3.13,0.43,"gravel","subtidal",0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1204",1343,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,21.93,12.93,16.84,0.59,3.13,0.46,"gravel","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1205",1344,"LACM-M","40-113.4","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.4,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,26.35,15.91,20.48,0.6,3.57,0.43,"gravel","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1206",1345,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,10.7,6.4,8.28,0.6,1.46,0.25,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1207",1346,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,11.29,6.6,8.63,0.59,1.57,0.16,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1208",1347,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,10.28,6.63,8.26,0.65,1.61,0.28,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1209",1348,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,11.11,6.74,8.65,0.61,1.65,0.22,NA,"subtidal",1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1210",1349,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,11.3,6.62,8.65,0.59,1.7,0.14,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1211",1350,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.79,8.21,10.25,0.64,1.74,0.24,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1212",1351,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.75,7.71,9.91,0.61,1.8,0.19,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1213",1352,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,11.25,7.22,9.01,0.64,1.81,0.16,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1214",1353,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.26,7.76,9.75,0.63,1.82,0.29,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1215",1354,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.29,7.57,9.65,0.62,1.89,0.22,NA,"subtidal",1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1216",1355,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.75,7.79,9.97,0.61,1.89,0.23,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1217",1356,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.84,7.5,9.81,0.58,1.91,0.19,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1218",1357,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.67,7.67,9.86,0.61,1.91,0.28,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1219",1358,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.22,7.44,9.54,0.61,1.93,0.21,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1220",1359,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.35,8,10.33,0.6,1.93,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1221",1360,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.46,7.86,9.9,0.63,1.93,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1222",1361,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.2,8.14,10.37,0.62,1.96,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1223",1362,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.48,7.95,10.35,0.59,1.97,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1224",1363,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.98,8.74,11.05,0.63,1.97,0.37,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1225",1364,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.7,7.88,10,0.62,1.98,0.28,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1226",1365,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.55,7.82,9.91,0.62,1.99,0.22,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1227",1366,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,11.23,7.2,8.99,0.64,2,0.16,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1228",1367,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.98,8.38,10.82,0.6,2.01,0.41,NA,"subtidal",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1229",1368,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,14.85,9.03,11.58,0.61,2.02,0.28,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1230",1369,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.22,7.81,9.77,0.64,2.02,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1231",1370,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.77,8.26,10.66,0.6,2.03,0.28,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1232",1371,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.97,9.22,11.35,0.66,2.04,0.19,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1233",1372,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.7,8.11,10.15,0.64,2.04,0.22,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1234",1373,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.92,8.41,10.82,0.6,2.04,0.31,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
"1235",1374,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.76,8.16,10.6,0.59,2.05,0.17,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA
