"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
"1654",2320,"PR","150mg/L TC Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,19,11,14.46,0.58,2.5,0.3,"sand","intertidal",0,NA,0,0,0,1,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1655",2321,"PR","150mg/L TC Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,20,11,14.83,0.55,3,0.3,"sand","intertidal",0,NA,1,0,0,0,0,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1656",2323,"PR","150mg/L TC Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,23,13,17.29,0.57,3,0.3,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1657",2324,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,21,12,15.87,0.57,2.5,0.3,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1658",2325,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,20,11.5,15.17,0.58,3,0.3,"sand","intertidal",1,NA,1,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1659",2326,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,20,12,15.49,0.6,2.5,0.4,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1660",2327,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,19,11,14.46,0.58,2,0.3,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1661",2328,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,21,12,15.87,0.57,2.5,0.3,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1662",2674,"PR","Prey _10min","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,19,11.5,14.78,0.61,2.5,0.3,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1663",2675,"PR","Prey _10min","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,19,10,13.78,0.53,3,0.4,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1664",2676,"PR","Prey _10min","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,19,12,15.1,0.63,2.5,0.4,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1665",2677,"PR","Prey _10min","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,19,11,14.46,0.58,3,0.3,"sand","intertidal",0,NA,1,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1666",2678,"PR","Prey _10min","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,18.5,10.5,13.94,0.57,2.5,0.3,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1667",2679,"PR","San Diego SU 17 Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,20.5,11.5,15.35,0.56,2.5,0.3,"sand","intertidal",0,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1668",2680,"PR","San Diego SU 17 Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,20.5,12,15.68,0.59,3,0.3,"sand","intertidal",0,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1669",2681,"PR","San Diego SU 17 Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,22.5,11,15.73,0.49,3,0.3,"sand","intertidal",0,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1670",2682,"PR","San Diego SU 17 Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,19.5,11.5,14.97,0.59,2.7,0.3,"sand","intertidal",0,NA,0,0,0,1,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1671",2683,"PR","San Diego SU 17 Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,20,10.5,14.49,0.53,2.5,0.3,"sand","intertidal",0,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1672",2684,"PR","Sterile Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,20.5,11,15.02,0.54,2.5,0.3,"sand","intertidal",1,NA,1,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1673",2685,"PR","Sterile Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,17,11,13.67,0.65,2,0.3,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1674",2686,"PR","Sterile Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,20,11.5,15.17,0.58,2.5,0.4,"sand","intertidal",0,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1675",2687,"PR","Sterile Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,24,14.5,18.65,0.6,3,0.3,"sand","intertidal",0,NA,0,0,0,0,1,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1676",2688,"PR","Sterile Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,23,12.5,16.96,0.54,3,0.3,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1677",2689,"PR","WT Bulb","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,18,11,14.07,0.61,3,0.3,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1678",2690,"PR","WT Bulb","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,17,11,13.67,0.65,2.5,0.3,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1679",2691,"PR","WT Bulb","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,20,10.5,14.49,0.53,3,0.4,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1680",2692,"PR","WT Bulb","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,20,11,14.83,0.55,3,0.4,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1681",2693,"PR","WT Bulb","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,17,10,13.04,0.59,2,0.3,"sand","intertidal",0,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1682",2694,"PR","WT Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,19,11,14.46,0.58,3,0.4,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1683",2695,"PR","WT Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,22,12,16.25,0.55,3,0.3,"sand","intertidal",0,NA,1,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1684",2696,"PR","WT Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,22.5,12,16.43,0.53,3,0.4,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1685",2697,"PR","WT Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,23,12.5,16.96,0.54,3,0.3,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1686",2698,"PR","WT Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,23.5,13,17.48,0.55,3,0.3,"sand","intertidal",0,NA,0,0,0,0,1,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"1687",2704,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,18.51,10.13,13.69,0.55,2.08,0.5,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1688",2705,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,18.04,10.71,13.9,0.59,2.08,0.6,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1689",2706,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,17,9.52,12.72,0.56,2.14,0.38,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1690",2707,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,19.79,11.47,15.07,0.58,2.15,0.42,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1691",2708,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,17.22,9.09,12.51,0.53,2.24,0.27,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1692",2709,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,19.1,10.01,13.83,0.52,2.46,0.29,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1693",2710,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,20.64,10.53,14.74,0.51,2.55,0.43,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1694",2711,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,22.86,12.25,16.73,0.54,2.66,0.41,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1695",2712,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,24,13.05,17.7,0.54,2.72,0.56,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1696",2713,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,22.08,12.45,16.58,0.56,2.73,0.44,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1697",2714,"SBNHM","3955","Felger","Southern California Bight","Los Angeles","Coastal","NLA","Malibu: Laguna Point","Los Angeles",NA,34.02,-118.78,"Anthropocene",NA,1950,1950,NA,NA,14.92917085,1.917972625,24.25,13.47,18.07,0.56,2.86,0.65,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00932179,0.00932179,"no",NA
"1698",2715,"SBNHM","123555","Hubbs","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Pelican Bay","National Park","Large",34.03,-119.7,"Anthropocene",NA,1950,1951,"Spring",6,15.23132,1.618831,15.97,9.16,12.09,0.57,1.96,0.39,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,262.2629,440.2343,407,3.418387,NA,NA,NA,NA,NA,NA,5.778250217,5.778250217,"no",NA
"1699",2716,"SBNHM","123555","Hubbs","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Pelican Bay","National Park","Large",34.03,-119.7,"Anthropocene",NA,1950,1951,"Spring",6,15.23132,1.618831,14.65,8.88,11.41,0.61,2.17,0.38,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,262.2629,440.2343,407,3.418387,NA,NA,NA,NA,NA,NA,5.778250217,5.778250217,"no",NA
"1700",2717,"SBNHM","123555","Hubbs","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Pelican Bay","National Park","Large",34.03,-119.7,"Anthropocene",NA,1950,1951,"Spring",6,15.23132,1.618831,21.42,11.98,16.02,0.56,2.82,0.56,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,262.2629,440.2343,407,3.418387,NA,NA,NA,NA,NA,NA,5.778250217,5.778250217,"no",NA
"1701",2718,"SBNHM","123555","Hubbs","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Pelican Bay","National Park","Large",34.03,-119.7,"Anthropocene",NA,1950,1951,"Spring",6,15.23132,1.618831,26.04,14.72,19.58,0.57,3.06,0.64,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,262.2629,440.2343,407,3.418387,NA,NA,NA,NA,NA,NA,5.778250217,5.778250217,"no",NA
"1702",2719,"SBNHM","123555","Hubbs","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Pelican Bay","National Park","Large",34.03,-119.7,"Anthropocene",NA,1950,1951,"Spring",6,15.23132,1.618831,24.05,13.51,18.03,0.56,3.24,0.58,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,262.2629,440.2343,407,3.418387,NA,NA,NA,NA,NA,NA,5.778250217,5.778250217,"no",NA
"1703",2720,"SBNHM","123555","Hubbs","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Pelican Bay","National Park","Large",34.03,-119.7,"Anthropocene",NA,1950,1951,"Spring",6,15.23132,1.618831,28.23,16.87,21.82,0.6,3.24,0.97,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,262.2629,440.2343,407,3.418387,NA,NA,NA,NA,NA,NA,5.778250217,5.778250217,"no",NA
"1704",2721,"SBNHM","123555","Hubbs","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Pelican Bay","National Park","Large",34.03,-119.7,"Anthropocene",NA,1950,1951,"Spring",6,15.23132,1.618831,23.41,13.99,18.1,0.6,3.33,0.48,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,262.2629,440.2343,407,3.418387,NA,NA,NA,NA,NA,NA,5.778250217,5.778250217,"no",NA
"1705",2722,"SBNHM","86031","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Anthropocene",NA,1950,1951,"Summer",8,15.94393,1.673676,33.42,19.93,25.81,0.6,4.02,0.75,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,158.2609,369.9562,23,0.9239615,NA,NA,NA,NA,NA,NA,712.4439697,712.4439697,"no",NA
"1706",2723,"SBNHM","86031","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Anthropocene",NA,1950,1951,"Summer",8,15.94393,1.673676,34.5,19.53,25.96,0.57,4.07,0.66,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,158.2609,369.9562,23,0.9239615,NA,NA,NA,NA,NA,NA,712.4439697,712.4439697,"no",NA
"1707",2724,"SBNHM","86031","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Anthropocene",NA,1950,1951,"Summer",8,15.94393,1.673676,33.56,18.38,24.84,0.55,4.16,0.87,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,158.2609,369.9562,23,0.9239615,NA,NA,NA,NA,NA,NA,712.4439697,712.4439697,"no",NA
"1708",2725,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,10.85,5.91,8.01,0.55,1.4,0.16,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA
"1709",2726,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,12.12,6.86,9.12,0.57,1.54,0.36,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA
"1710",2727,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,16.9,9.39,12.6,0.56,1.67,0.48,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA
"1711",2728,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,13.42,7.83,10.25,0.58,1.68,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA
"1712",2729,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,14.19,8.74,11.14,0.62,1.81,0.6,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA
"1713",2730,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,14.28,8.78,11.2,0.62,1.9,0.43,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA
"1714",2731,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,16.92,9.94,12.97,0.59,2.01,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA
"1715",2732,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,17.11,9.38,12.67,0.55,2.03,0.49,NA,NA,0,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA
"1716",2733,"SBNHM","118440","Fitch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Anthropocene",NA,1950,1953,"Winter",2,15.9646,1.796097,19.34,11.27,14.76,0.58,2.31,0.47,NA,NA,1,0,0,0,0,0,0,0,0,0,500.5653,764.5351,329,2.730282,NA,NA,NA,NA,NA,NA,0.287656993,0.287656993,"no",NA
