"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Data_Type"
1496,"LACM-M","41-63.5","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: South Point","National Park","Large",33.89,-120.06,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,15.62,9.73,12.3281223225599,0.62291933418694,2.09,0.2,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31900024,10.31900024,"no",NA,"Museum/Field"
1673,"LACM-M","41-187.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: East of White Cove","CAT","Large",33.39,-118.35,"Holocene",NA,1940,1941,"Fall",11,17.33746147,1.693154134,22.35,14,17.6889796200911,0.626398210290828,3.16,0.45,"sand","deep",1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1492,"LACM-M","41-63.5","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: South Point","National Park","Large",33.89,-120.06,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,10.78,7.02,8.69917237442735,0.651205936920223,1.75,0.24,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31900024,10.31900024,"no",NA,"Museum/Field"
2357,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19.5,13,15.9216833280907,0.666666666666667,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1773,"LACM-M-IP","31329.56",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara: Rincon ","Santa Barbara",NA,34.38,-119.48,"Pleistocene","Santa Barbara",NA,NA,NA,NA,12.24,4.4505,21.81,10.88,15.4043110848879,0.498853736817973,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1305,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,35.33,18.72,25.7172626848193,0.529861307670535,3.78,1.12,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA,"Museum/Field"
986,"LACM-M","77-29.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Anthropocene",NA,1970,1977,"Summer",7,16.11378996,1.622584769,16.87,9.28,12.5121381066547,0.550088915234143,2.22,0.24,"gravel","intertidal",0,0,0,0,0,0,0,0,0,0,107.5842697,201.020746,178,2.959740675,NA,NA,NA,NA,NA,NA,1908.410034,1908.410034,"no",NA,"Museum/Field"
2990,"SIO","M8867","KDT","Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.7,-117.26,"Anthropocene",NA,1980,1982,"Spring",5,16.50254,1.743088,16.87,10.36,13.22018154187,0.614107883817427,2.01,0.25,"algae forest",NA,0,0,0,0,0,0,0,0,0,0,29.75,43.83956,36,1.278915,NA,NA,NA,NA,NA,NA,26.36120033,26.36120033,"no",NA,"Museum/Field"
1511,"LACM-M","41-63.5","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: South Point","National Park","Large",33.89,-120.06,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,21.21,12.47,16.2631085589441,0.587930221593588,3.17,0.4,"sand","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31900024,10.31900024,"no",NA,"Museum/Field"
2425,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,16,9.5,12.328828005938,0.59375,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2662,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92042,2.11471,21,11,15.1986841535707,0.523809523809524,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1307,"LACM-M","40-115.1","Velero III","Southern California Bight","Los Angeles","Coastal","LA","El Segundo","Los Angeles",NA,33.89,-118.48,"Holocene",NA,1940,1940,"Spring",5,16.74628806,1.192287243,31.82,18.17,24.0451533577975,0.571024512884978,4.09,1.22,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546740055,7.546740055,"no",NA,"Museum/Field"
56,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,33.46,-117.68,"Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,19.05,11.43,14.7560665490503,0.6,3.05,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1268,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,31.07,17.53,23.3378897932097,0.564209848728677,4.59,0.46,"algae forest","subtidal",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA,"Museum/Field"
1732,"LACM-M-IP","41670.63",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara: Rincon ","Santa Barbara",NA,34.38,-119.48,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,12.24,4.4505,26.25,15.13,19.9289362485809,0.576380952380952,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1478,"LACM-M","40-182.3","Velero III","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.67,-118.24,"Holocene",NA,1940,1940,"Fall",11,16.74628806,1.192287243,17.01,10.78,13.5413367139289,0.633744855967078,2.61,0.41,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548573017,0.548573017,"no",NA,"Museum/Field"
2478,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.7840487520902,0.526315789473684,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2133,"MCZ","323203","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1938,"Spring",4,16.29280392,1.599306207,8.07,5.12,6.42793901651221,0.634448574969021,1.09,0.34,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,"Museum/Field"
2974,"SBNHM","49293","Grant","Southern California Bight","Orange","Coastal","LA","Long Beach: Seal Beach","Los Angeles",NA,33.73,-118.12,"Holocene",NA,1930,1935,"Winter",3,15.71214326,1.42068022,22.39,13.77,17.5587670409969,0.615006699419384,3.12,0.57,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385729015,0.385729015,"no",NA,"Museum/Field"
1726,"LACM-M-IP","40056.27",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara County Dump","Santa Barbara",NA,34.45,-119.77,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,11.99,4.3976,30.67,16.86,22.7397493389879,0.549722856211281,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2930,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,19.94,10.57,14.5177753116654,0.530090270812437,2.27,0.31,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
1275,"LACM-M","40-165.7","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South side of Santa Cruz Island","National Park","Large",33.97,-119.63,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,21.77,12.7,16.6276576823075,0.583371612310519,2.52,0.87,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.609030008,1.609030008,"no",NA,"Museum/Field"
459,"LACM-M","48-13.2","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.37,"Anthropocene",NA,1940,1948,"Fall",10,15.63168168,1.586924586,16.02,9.9,12.5935697877925,0.617977528089888,2.65,0.25,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
687,"LACM-M","64-26.6","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: West End","CAT","Large",33.48,-118.6,"Anthropocene",NA,1960,1964,"Fall",10,16.02046378,1.424164519,23.86,14.03,18.2963329659252,0.588013411567477,3.53,0.5,"rocky reef or intertidal","subtidal",1,0,0,0,0,0,0,0,0,0,551.8409091,1564.400873,44,2.083621129,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1394,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.46,8.84,10.9080887418466,0.656760772659733,2.19,0.17,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
2621,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.4164078649987,0.555555555555556,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1322,"LACM-M","40-144.3","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern","CAT","Large",33.45,-118.46,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,23.57,14.81,18.6834606002207,0.62834111158252,3.12,0.65,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2184,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,15.09,8.8,11.5235411224155,0.583167660702452,1.53,0.34,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,"Museum/Field"
1540,"LACM-M","41-62.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: South Point","National Park","Large",33.9,-120.01,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,14.52,9,11.4315353299546,0.619834710743802,2.08,0.3,"rocky reef or intertidal","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA,"Museum/Field"
2813,"SBNHM","25842","Phillips","Southern California Bight","Orange","Off Shore","SLA","Doheny Beach","Los Angeles",NA,33.45,-117.68,"Anthropocene",NA,1960,1965,"Winter",1,16.5985,2.049891,17.61,9.92,13.2170798590309,0.563316297558206,2.37,0.35,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,178.4125,197.1292,240,3.462431,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
111,"CAS","204235","Raymond","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.7,-118.32,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,20.07,11.94,15.480174417622,0.5949177877429,2.54,0.25,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035950098,0.035950098,"no",NA,"Museum/Field"
1002,"LACM-M","82-59.4","McLean","Northern California","Santa Barbara","Off Shore","SMI","San Miguel Island: Wilson Rock","National Park","Medium",34.11,-120.4,"Anthropocene",NA,1980,1982,"Spring",5,15.3979214,1.436068381,17.09,10.45,13.3637756640854,0.611468695143359,2.03,0.27,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,90.36363636,166.9809514,154,2.898471207,NA,NA,NA,NA,NA,NA,0.060786001,0.060786001,"no",NA,"Museum/Field"
2899,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,22.23,12.5,16.6695830781697,0.562303193882141,2.56,0.43,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1062,"LACM-M","19999","Gregg","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Sacred Cove","Los Angeles",NA,33.74,-118.37,"Holocene",NA,1920,1923,"Spring",4,15.57184283,1.680995603,19.76,11.88,15.3215142854745,0.601214574898785,2.79,0.54,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209279001,0.209279001,"no",NA,"Museum/Field"
59,"CAS","217501","Newby","Southern California Bight","Orange","Coastal","SLA","Doheny Beach","Los Angeles",NA,33.46,-117.68,"Anthropocene",NA,1960,1963,NA,NA,17.17467523,2.267828277,26.67,15.24,20.1606249903122,0.571428571428571,3.81,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,172.9068493,315.349731,365,3.693923335,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2932,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,16.82,10.21,13.1046632921262,0.607015457788347,2.29,0.34,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
2942,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,19.08,10.35,14.0526865758829,0.542452830188679,2.53,0.25,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
1920,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,11.9,5.75,8.27194052202988,0.483193277310924,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2203,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,16.91,9.85,12.9059482410244,0.582495564754583,2.19,0.44,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,"Museum/Field"
197,"CAS","185180","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.59,-117.88,"Holocene",NA,1910,1911,NA,NA,15.59793973,2.127915209,24.38,13.72,18.2891661920384,0.562756357670222,3.05,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA,"Museum/Field"
1220,"LACM-M","39-2.1","Kanakoff","Southern California Bight","Los Angeles","Off Shore","SCI","San Clemente Island: China Point","SCI","Medium",32.8,-118.43,"Holocene",NA,1930,1939,"Fall",11,16.33119043,2.24190921,20.91,11.48,15.4934437747068,0.549019607843137,2.65,0.33,"sand","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1104,"LACM-M","58028",NA,"Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1920,1926,"Summer",8,16.52796261,1.423058805,25.56,14.91,19.5217724605119,0.583333333333333,3.95,0.49,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.52529907,53.52529907,"no",NA,"Museum/Field"
1826,"LACM-M-IP","12608.6",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Portugese Bend","Los Angeles",NA,33.73,-118.35,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.21,5.911,23.74,13.07,17.6148176260783,0.550547598989048,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2301,"PR","pilot_winter","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Major Outlet",NA,NA,32.25,-116.94,"Anthropocene",NA,2010,2016,"Fall",12,17.97017272,1.879419419,14,8,10.5830052442584,0.571428571428571,2.5,0.2,"rocky reef or intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1246.390015,NA,"no",NA,"Museum/Field"
2927,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,15.01,9.08,11.6743650790953,0.604930046635576,2.18,0.25,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
1549,"LACM-M","41-74.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: South of Gull Island","National Park","Large",33.94,-119.83,"Holocene",NA,1940,1941,"Spring",4,16.8071719,1.521723823,18.71,11.98,14.9714995908894,0.640299305184393,2.84,0.34,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29209995,10.29209995,"no",NA,"Museum/Field"
2868,"SBNHM","97997","Meistrell","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1970,1974,"Summer",8,15.4412,2.016344,20.25,11.67,15.3726217672848,0.576296296296296,2.44,0.33,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,122.8135,104.1188,193,3.032556,NA,NA,NA,NA,NA,NA,1921.060059,1921.060059,"no",NA,"Museum/Field"
230,"CAS","204236","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.59,-117.88,"Holocene",NA,1910,1916,NA,NA,15.14970239,1.500141934,22.1,12.19,16.4133786893497,0.55158371040724,2.54,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA,"Museum/Field"
1923,"LACM-M-IP","10167.44",NA,"Southern California Bight","San Diego","Coastal","SD","Point Loma","San Diego",NA,32.69,-117.25,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,14.37,7.6963,15.1,8.2,11.1274435518676,0.543046357615894,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1173,"LACM-M","36799",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Malaga Cove","Los Angeles",NA,33.8,-118.41,"Holocene",NA,1930,1936,"Fall",11,16.5317862,2.010315443,9.29,5.46,7.12203622568715,0.58772874058127,1.34,0.22,"algae forest",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.2169952,170.2169952,"no",NA,"Museum/Field"
822,"LACM-M","69-31.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ironbound Bay","CAT","Large",33.45,-118.58,"Anthropocene",NA,1960,1969,"Summer",8,16.28703705,1.464510707,7.83,4.64,6.02753681033969,0.592592592592593,1.08,0.13,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
243,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,18.18,10.17,13.5974482900285,0.559405940594059,2.3,2.49,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
712,"LACM-M","65-167.1","Bratcher","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Anthropocene",NA,1960,1965,"Summer",8,16.46534284,1.973515681,9.14,5.52,7.1030134450105,0.603938730853392,1.41,0.09,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1939,"LACM-M-IP","22716.5",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,18.58,10.07,13.6784721369018,0.541980624327234,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1097,"LACM-M","54898",NA,"Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1920,1924,"Winter",3,15.13737194,1.351888291,21.89,14.01,17.5122499982155,0.640018273184102,2.97,0.41,NA,NA,0,0,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147967994,0.147967994,"no",NA,"Museum/Field"
1779,"LACM-M-IP","5068.29",NA,"Southern California Bight","Santa Barbara","Off Shore","SBI","Santa Barbara Island, Santa Barbara Co., California","SBI","Small",33.48,-119.04,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13,4.7235,10.64,6.38,8.23912616725827,0.599624060150376,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2769,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,33.82,18.63,25.1011274647176,0.550857480780603,3.84,1.14,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,"Museum/Field"
1491,"LACM-M","41-63.5","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: South Point","National Park","Large",33.89,-120.06,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,12.45,7.82,9.86706643334279,0.628112449799197,1.74,0.34,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31900024,10.31900024,"no",NA,"Museum/Field"
77,"CAS","217494","Wicksten","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Anthropocene",NA,1970,1971,NA,NA,15.35423867,2.342125641,15.49,9.91,12.3897497956981,0.639767591994835,2.29,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46009827,58.46009827,"no",NA,"Museum/Field"
1991,"LACM-M-IP","10130.21",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,31.74,-116.74,"Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.542,10.51,6.75,8.42273708481987,0.642245480494767,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
